id,frame,x,y,z
676,96,120.339329,177.374241,172.247305
677,58,117.334210,171.475339,175.122305
678,1,133.789962,107.854254,245.211575
679,68,179.649676,174.303847,129.759103
680,1,188.043980,111.685798,126.523026
681,67,200.438246,153.222541,108.344463
682,47,161.842164,85.148022,141.129189
683,32,122.104648,181.732556,164.386125
684,99,165.001669,157.609479,169.151197
685,18,123.570330,114.923338,253.915791
686,82,20.030759,117.009140,10.739496
687,74,143.258299,176.717057,148.077840
688,26,181.353912,69.191885,93.059829
689,0,208.615355,122.207227,77.533414
690,62,129.485929,116.039677,253.264715
691,65,156.664078,182.775109,146.835840
692,25,114.436665,134.467272,242.394488
693,13,181.900485,138.390648,151.327055
694,2,131.880205,161.345164,197.855578
695,55,187.998162,137.625960,150.195668
696,73,125.618126,176.402539,172.579870
697,61,168.282034,91.722563,150.489881
698,20,101.056300,125.919699,210.580911
699,71,208.971548,133.618279,84.847525
700,51,195.514171,43.203903,14.309482
701,51,114.331278,110.231136,228.886509
702,11,110.426151,128.256655,230.657107
703,13,204.314838,147.856630,101.878068
704,31,166.873669,156.876422,166.361660
705,81,154.144091,160.117615,178.929227
706,43,180.416312,167.531711,124.900203
707,75,183.769322,76.135165,99.247116
708,55,203.149585,151.408954,94.191915
709,6,144.937072,65.101487,124.604279
710,57,149.099167,43.951967,67.825619
711,94,207.921321,76.135839,43.219494
712,91,100.026661,147.219824,202.334573
713,40,134.011707,184.610252,161.402175
714,29,171.044875,53.393271,82.794282
715,71,109.901285,167.228336,181.359966
716,14,201.962578,47.542443,23.760981
717,50,190.868348,167.227656,116.059261
718,99,114.355770,134.257405,243.108735
719,37,42.435002,128.620034,88.368134
720,25,81.116900,23.255298,5.487021
721,55,192.233233,95.366007,114.452384
722,10,30.802916,100.571634,26.998945
723,48,189.481310,110.546701,131.480390
724,42,60.890738,216.267180,10.899444
725,88,209.524425,121.711170,75.704310
726,95,197.973775,148.725178,101.004930
727,37,167.719041,159.668272,165.397450
728,10,40.679937,82.956223,45.478551
729,0,135.826566,64.603122,121.554593
730,51,160.360479,179.890487,140.361954
731,68,103.455497,29.838920,27.708685
732,60,64.355745,64.330262,62.833998
733,70,191.769458,40.160451,12.328953
734,88,129.369921,33.111771,41.623898
735,1,163.119566,82.956771,150.578422
736,34,47.429280,119.526206,88.241005
737,91,160.811995,161.633926,173.399757
738,86,183.319918,71.259061,98.921580
739,88,195.374673,42.666009,7.034570
740,88,85.829769,27.997606,12.166028
741,97,106.320616,167.182297,187.871044
742,31,131.599933,114.543142,245.945173
743,74,81.040074,54.282725,78.556390
744,70,99.731391,54.252222,97.603922
745,20,156.500432,162.002715,182.343577
746,69,97.320367,130.065020,212.963467
747,24,107.443560,119.445782,220.795907
748,12,27.899721,107.295429,19.412935
749,53,155.687343,49.518697,70.018763
750,11,215.951179,112.933161,65.947668
751,60,133.544477,161.655050,194.186404
752,94,174.596114,150.010407,154.229320
753,28,190.740935,119.130289,133.084815
754,85,136.658616,164.822546,187.153495
755,93,179.163031,77.051813,96.891657
756,67,198.177035,155.562579,110.970170
757,25,162.290617,53.864124,74.294365
758,46,47.288063,77.471684,41.332768
759,77,148.930162,180.519714,146.030990
760,75,141.155212,85.553405,177.391028
761,42,165.381425,83.125288,153.889826
762,58,147.211569,178.517006,149.094282
763,66,101.131844,140.439548,230.377936
764,18,118.650614,161.067620,207.654146
765,94,164.641101,159.648460,168.561082
766,99,121.560329,163.248676,198.813658
767,14,140.462500,116.217300,255.774237
768,83,75.851650,28.958175,7.383710
769,18,150.446504,47.672501,69.929694
770,33,128.695430,34.337633,43.902994
771,49,126.824267,34.022236,43.326104
772,59,168.330616,178.694594,133.236170
773,3,114.705108,173.320723,170.144598
774,13,53.134422,195.330791,33.193521
775,70,113.712195,109.020470,231.056109
776,76,54.812292,192.863170,32.596752
777,77,190.786285,121.158293,138.546380
778,42,126.546777,176.739603,166.658101
779,45,125.410006,154.769334,224.071779
780,44,190.280730,129.951337,135.627567
781,49,189.837268,38.918740,9.010479
782,55,44.858065,177.856804,50.705280
783,8,149.186887,169.348975,183.480893
784,72,137.126666,121.373782,251.538157
785,8,193.200131,151.443314,108.514302
786,65,171.960680,55.026932,78.812761
787,78,156.932831,135.250041,222.233696
788,22,89.386591,27.804285,16.626142
789,42,158.908821,46.959920,72.688995
790,38,107.018205,146.968322,219.335523
791,55,166.198403,159.009878,167.803685
792,14,91.004450,54.764977,84.343609
793,84,98.289222,143.942634,200.613736
794,53,120.871017,32.897588,35.922460
795,85,189.414313,130.094621,141.131298
796,44,178.458003,76.093661,95.384133
797,29,125.510427,27.938300,44.888705
798,55,146.602490,166.642150,181.105286
799,12,134.157084,166.560633,192.548821
800,74,110.034340,24.360010,33.555864
801,24,203.541838,52.923479,25.082454
802,69,214.908150,81.642230,46.284593
803,93,140.699080,115.596160,248.479980
804,63,142.512611,81.532944,174.007825
805,89,121.358410,33.963005,43.990251
806,39,136.524427,122.740754,253.530332
807,70,187.734570,124.142696,136.564163
808,75,116.016950,129.214130,250.209619
809,74,116.405292,174.180703,172.762004
810,69,214.619105,106.937982,63.337610
811,57,158.107991,119.425431,209.492894
812,43,191.338697,157.546544,105.948967
813,28,216.283340,78.323276,42.861725
814,31,217.722383,88.847194,50.733594
815,50,158.586466,41.383299,64.265139
816,10,206.094405,70.482195,34.507022
817,10,42.348384,147.500173,68.005035
818,23,209.485430,115.428636,71.917420
819,6,190.215643,34.681503,7.768206
820,51,215.684740,100.449574,60.098161
821,43,117.429854,107.015240,239.687054
822,35,18.292584,122.700956,6.932437
823,0,201.576290,57.213064,26.572453
824,94,212.149288,79.599080,41.618967
825,83,20.168314,112.570203,12.660080
826,56,117.523873,167.532710,177.718674
827,34,113.318611,134.750771,238.590726
828,95,156.673398,179.723625,141.740361
829,36,86.546626,25.515561,14.748780
830,74,96.066259,155.301080,198.273389
831,21,152.692105,139.697108,222.797359
832,73,100.695578,146.651803,195.397353
833,52,196.045942,156.251211,107.700195
834,58,178.505041,63.170750,94.558608
835,39,109.410825,27.697045,36.526812
836,31,185.287587,87.392471,107.782665
837,82,50.495394,74.337135,50.356662
838,86,205.291102,147.992991,98.237006
839,16,100.097248,136.227283,209.978420
840,79,56.734267,204.572270,27.033435
841,77,44.103307,175.363746,52.311864
842,79,98.075193,25.353288,19.291090
843,77,196.732504,157.155365,103.441455
844,60,80.026279,27.751576,7.914528
845,96,123.357951,26.151985,41.363487
846,22,151.327197,182.105440,145.085515
847,63,97.006563,125.673232,213.423641
848,15,148.296276,180.029537,145.947442
849,69,193.467309,35.405036,7.510581
850,26,162.316338,80.820870,149.468533
851,0,188.209033,79.952196,102.316442
852,78,60.077714,69.955341,65.610574
853,52,114.769998,119.516511,239.959517
854,35,111.517558,136.953960,242.075911
855,78,129.329533,30.339885,41.461903
856,83,190.645354,32.150509,4.444621
857,24,94.093467,29.854235,14.599503
858,25,98.529766,155.177542,195.099330
859,98,84.346208,28.924660,11.498525
860,54,111.607650,137.215983,243.136147
861,39,112.360771,173.484258,175.686959
862,69,193.643460,37.277246,11.411137
863,6,215.271730,81.829086,51.657580
864,21,99.363609,131.447972,206.922841
865,84,184.853646,81.976491,102.037595
866,98,208.278201,119.209226,76.098453
867,50,106.398242,169.661455,181.256480
868,51,108.010328,116.617945,227.965773
869,67,189.427357,103.641343,120.865882
870,97,188.624690,75.422864,105.152034
871,55,41.335985,157.152976,58.992269
872,89,148.792313,36.584871,61.666941
873,93,98.641674,135.286030,205.533662
874,93,110.971703,114.328361,231.278906
875,58,169.874946,124.138126,180.775973
876,16,185.219794,130.801761,139.274675
877,58,57.222585,215.349712,16.872966
878,52,160.374896,77.848693,136.562690
879,72,113.414677,136.696812,251.767523
880,21,200.550661,50.853730,22.514960
881,58,189.500746,87.078375,107.432681
882,53,69.532499,59.336249,64.981645
883,34,151.704487,182.469341,143.971136
884,94,155.429250,42.021272,64.413507
885,71,156.485416,44.233382,70.964518
886,59,81.972183,30.756509,11.611860
887,13,170.914566,170.878865,127.232496
888,53,135.105121,63.500134,118.931407
889,25,97.026523,138.691890,210.710833
890,0,92.923881,141.944479,206.691655
891,40,216.618134,99.250824,60.741766
892,52,83.816073,57.328093,75.526455
893,70,191.092733,105.192811,122.585124
894,66,116.555110,57.924117,108.603112
895,65,140.105550,179.605054,154.190418
896,73,136.612044,32.269172,50.272740
897,18,179.549836,145.408777,154.145649
898,6,123.578341,57.746866,113.237830
899,18,210.573388,90.213609,54.555044
900,24,116.120172,139.887254,250.722872
901,10,180.961432,76.482566,99.353387
902,23,178.604242,72.052433,99.156345
903,20,195.134776,39.865978,11.087785
904,56,214.506173,127.803744,87.280190
905,29,96.852895,30.155701,21.477671
906,41,185.010087,89.583287,115.424301
907,56,186.281920,35.163263,7.480680
908,90,95.173328,135.677904,211.462592
909,13,140.579726,38.637446,56.166113
910,58,186.519429,81.193936,110.013351
911,5,97.397496,27.074002,13.340195
912,92,132.557739,83.773640,169.085105
913,30,200.422914,42.414192,16.630030
914,32,212.147108,132.486834,80.190885
915,75,95.158704,130.426742,207.058405
916,75,166.727187,48.082999,75.065087
917,64,97.796567,143.282201,199.112388
918,58,212.652941,124.078870,83.390065
919,22,158.206084,129.988042,213.898710
920,10,104.370755,25.864311,22.261960
921,54,114.497057,173.000980,177.302363
922,80,188.167936,97.655682,118.650303
923,34,93.258761,135.279532,205.626696
924,16,98.177548,130.121868,208.502620
925,29,138.748094,37.110019,50.138929
926,43,157.208644,179.405634,145.848161
927,53,191.948613,164.323726,107.310677
928,55,85.545215,83.004211,129.714193
929,77,125.402611,166.628420,200.505455
930,18,175.878263,121.141093,176.599824
931,83,106.017924,118.075730,243.991655
932,34,63.032610,217.329568,11.887550
933,97,214.050008,89.564931,48.658123
934,97,194.667354,38.411741,6.908655
935,30,171.178402,97.396562,159.778891
936,79,188.975808,102.459642,126.428016
937,80,119.946290,30.405166,37.853028
938,92,116.912573,28.192938,38.354987
939,28,200.864019,41.053725,19.564942
940,22,71.222833,96.536942,112.313946
941,84,64.634781,65.013293,60.540167
942,98,213.648530,105.291767,62.880172
943,79,41.325939,141.395790,65.973022
944,42,155.009833,161.675996,175.379374
945,84,110.856584,156.687244,215.677075
946,15,121.295941,145.454167,247.003071
947,68,123.014882,31.040130,36.349667
948,18,140.600070,163.055271,190.963670
949,60,131.862620,108.439490,245.180697
950,45,165.368469,48.278684,75.624520
951,83,126.974585,161.136569,205.597204
952,49,135.436968,116.994297,249.129186
953,85,194.533050,116.939689,131.283147
954,23,74.151158,29.445619,0.423951
955,22,147.029600,164.524631,185.403154
956,33,136.223624,118.019438,248.637076
957,76,183.785061,143.951039,152.585335
958,92,130.105149,112.455002,250.232247
959,27,207.891467,67.388144,32.967697
960,55,98.533527,148.621964,201.892045
961,36,130.606450,154.518892,228.912003
962,23,213.586331,64.032581,35.676010
963,66,158.929407,160.828399,169.655478
964,54,96.280890,123.893505,217.118488
965,12,181.690135,74.628227,99.662543
966,29,160.329883,131.610104,215.830827
967,21,143.254963,149.125662,232.104521
968,17,73.633894,28.486680,2.113517
969,38,190.063662,165.535821,111.224024
970,20,39.048132,140.814511,71.594757
971,47,207.954615,137.338721,91.212676
972,46,128.740230,112.392615,240.036619
973,73,217.307988,96.503454,60.166198
974,75,208.415940,126.710194,83.998119
975,12,197.770192,45.303296,16.090983
976,82,56.951766,104.852298,99.841207
977,57,166.941238,92.210274,152.372797
978,67,113.675825,134.629316,246.701812
979,27,130.274006,56.032520,116.523556
980,3,107.083749,138.325116,222.130069
981,95,84.305865,27.705424,4.979289
982,58,111.084280,120.797264,237.503787
983,29,202.613906,60.996316,24.704982
984,30,187.623869,122.825663,133.424741
985,64,205.841545,53.376307,23.984283
986,67,199.441260,41.613601,14.771904
987,94,108.213081,160.761403,182.038986
988,48,179.717621,67.108817,86.078080
989,45,158.951379,49.053362,75.680154
990,14,174.996581,66.383481,93.351303
991,22,215.400196,114.009777,71.576015
992,27,170.198805,152.133285,161.329824
993,75,52.775380,115.049010,89.607965
994,17,199.109957,52.510297,24.655553
995,33,213.817575,118.020902,77.242594
996,72,104.907618,122.965293,218.306686
997,28,184.072949,94.636384,113.582644
998,28,107.155683,113.657401,225.343211
999,98,130.608419,30.301483,47.371790
1000,34,118.043686,162.796740,208.101527
1001,31,141.084964,151.212778,209.456389
1002,92,167.308462,53.165068,79.205079
1003,46,137.818646,154.176568,218.181760
1004,48,188.337512,91.046126,114.430427
1005,29,206.696328,136.163202,86.691642
1006,89,197.023639,146.068423,101.642301
1007,53,115.164750,175.816869,175.768341
1008,93,157.391206,182.585734,136.761964
1009,44,111.451233,144.241231,240.499506
1010,88,155.233120,39.402906,65.401604
1011,65,190.316142,35.369562,13.877834
1012,83,122.637985,172.995002,171.239777
1013,59,120.986131,31.117308,35.265325
1014,37,13.517497,122.105878,11.051348
1015,57,157.118766,152.583471,204.207556
1016,85,201.999816,142.377710,95.177508
1017,13,105.239319,129.608949,231.230207
1018,84,183.785419,134.726323,141.030694
1019,95,137.746350,61.574413,124.244459
1020,83,140.483726,168.699564,190.394443
1021,80,157.371249,132.002789,215.925583
1022,29,216.292998,113.339168,66.984078
1023,44,155.606464,163.162630,184.696032
1024,29,75.649650,88.802926,121.180716
1025,62,161.686132,179.805165,136.667482
1026,88,179.169067,72.526537,95.504309
1027,82,126.950641,32.531589,45.392924
1028,35,167.106357,161.236935,164.232689
1029,27,119.983075,174.215948,173.508008
1030,46,137.976325,180.035362,152.350006
1031,14,18.541129,124.806098,7.149152
1032,62,211.946860,60.803894,33.482096
1033,79,107.683959,136.609590,228.413585
1034,77,190.233962,95.749071,115.676701
1035,89,117.411411,148.527543,234.453451
1036,47,197.320840,150.266806,99.356854
1037,58,115.785448,53.327860,101.092845
1038,17,156.254070,148.920645,200.825823
1039,46,112.723453,134.915190,242.034301
1040,25,206.159023,146.988096,98.656899
1041,38,179.163969,169.140503,124.831623
1042,50,102.102191,134.205165,224.751938
1043,44,208.971721,127.244890,83.291308
1044,0,190.413045,30.376006,0.905198
1045,88,21.025199,100.813048,19.908318
1046,41,119.981573,164.902039,202.235955
1047,74,100.312300,29.650142,23.317114
1048,45,172.054270,132.902881,188.742073
1049,50,199.333538,52.335287,21.659977
1050,48,121.861247,117.970404,245.630686
1051,57,214.605052,122.155362,77.746671
1052,83,100.486105,154.128447,191.670250
1053,3,117.882237,32.509406,35.047748
1054,22,119.719786,112.815794,232.014993
1055,93,82.847548,28.787337,3.964674
1056,83,217.966789,87.611445,47.228540
1057,58,144.271311,176.773547,152.629956
1058,12,96.359586,133.561968,206.293927
1059,55,156.051578,45.178217,69.277139
1060,33,110.113231,169.824371,172.473814
1061,49,181.448052,167.344558,119.191842
1062,53,87.360826,28.518857,17.974607
1063,71,169.266392,94.172051,161.509565
1064,95,218.561370,108.198809,69.483964
1065,85,73.633887,115.002978,149.903091
1066,82,85.389706,80.835928,134.071252
1067,65,125.387352,57.576734,108.131797
1068,4,112.394653,76.222779,149.458773
1069,45,113.411565,121.113775,246.777595
1070,15,116.752367,112.889826,236.847636
1071,9,215.604526,125.364374,80.428676
1072,20,110.019639,149.086689,223.891142
1073,99,126.478047,29.778138,43.394476
1074,71,213.793890,80.795960,40.891397
1075,47,154.842830,110.315474,194.435739
1076,16,109.766312,107.730976,234.207869
1077,68,118.081214,105.344635,235.305178
1078,74,186.481020,122.555797,134.331983
1079,62,18.323602,117.325958,8.340677
1080,95,109.620641,147.286175,221.237198
1081,40,164.452430,176.872275,140.298567
1082,42,112.277777,166.754922,185.862674
1083,55,102.437126,147.350938,193.813972
1084,81,152.157992,38.815112,63.849595
1085,1,117.622192,138.533565,247.724238
1086,1,204.224881,142.411509,96.606993
1087,10,203.456382,55.245267,24.276059
1088,60,107.938426,110.967125,226.138727
1089,44,186.862560,160.372370,112.383837
1090,93,190.966910,37.540668,8.780951
1091,78,107.244410,149.578307,217.433573
1092,97,216.348529,109.635645,65.561377
1093,59,133.637736,177.289424,161.091015
1094,29,119.335376,57.247186,102.544955
1095,51,149.010983,44.848958,65.523658
1096,3,131.129298,156.973171,219.538038
1097,45,132.363126,109.617560,244.872696
1098,18,82.991424,25.687526,9.412843
1099,5,213.358848,80.406893,44.593049
1100,51,170.615763,173.161624,127.130176
1101,8,160.473386,79.169294,147.937669
1102,41,159.558577,231.051496,25.090389
1103,49,43.325622,168.797070,52.807555
1104,56,199.031378,54.161249,21.555668
1105,44,109.281439,111.191076,233.973085
1106,3,195.634026,37.804836,11.651761
1107,82,111.874502,25.186974,32.237764
1108,84,157.028878,42.267693,72.480690
1109,66,126.873102,33.241617,42.045244
1110,48,97.056137,139.806026,204.529778
1111,67,128.315264,162.009674,194.798272
1112,54,113.049144,156.694563,213.234305
1113,67,165.825943,181.625875,137.378154
1114,76,139.826429,120.563959,252.894486
1115,85,159.446589,111.960670,203.030372
1116,98,116.980800,57.567739,105.331300
1117,42,128.866158,146.661854,242.561650
1118,91,122.136002,151.837672,230.624396
1119,51,215.801594,112.022628,68.212160
1120,93,77.045595,25.667885,6.959294
1121,77,139.683719,115.734105,255.300413
1122,15,176.029382,172.995160,124.235922
1123,23,213.250501,129.259496,81.855139
1124,23,135.808299,162.989070,194.387919
1125,43,115.013725,25.795801,37.656098
1126,89,187.353064,93.045367,113.828892
1127,68,133.367693,116.720108,252.002892
1128,78,210.714706,84.694091,45.590871
1129,83,166.760861,53.720575,82.856786
1130,84,187.781474,109.035773,127.329670
1131,26,149.405002,183.921285,146.885081
1132,52,95.597457,134.341041,207.735897
1133,74,213.394022,79.675743,44.151366
1134,17,197.889895,152.567540,107.068283
1135,95,185.428852,138.041566,148.398959
1136,26,148.156821,137.330858,227.593281
1137,64,188.069648,126.490371,140.870954
1138,55,154.451849,150.521055,202.012105
1139,5,112.176004,123.149091,241.590802
1140,32,170.522151,90.382039,155.340149
1141,93,117.954980,114.824578,248.825327
1142,66,104.377734,165.706710,183.796015
1143,14,138.460913,152.510766,214.791087
1144,74,90.629650,77.476403,136.695945
1145,35,68.016411,67.810783,67.409406
1146,40,154.981996,177.059134,141.037586
1147,78,192.527326,32.284773,1.319959
1148,61,109.313220,142.138714,220.813644
1149,11,168.113290,87.733081,146.323121
1150,47,159.567872,182.177638,139.305746
1151,82,178.577545,66.684561,91.723468
1152,6,165.697509,164.113194,171.871823
1153,72,166.593995,136.237696,193.617599
1154,21,148.651775,161.481454,185.522476
1155,92,210.834842,113.019886,70.326243
1156,24,44.705959,189.481386,33.864431
1157,29,191.728763,37.525470,5.871402
1158,27,112.513603,170.995428,176.519510
1159,47,161.897869,143.869068,196.492728
1160,94,159.251485,144.028523,199.668133
1161,9,152.232741,77.966608,136.672635
1162,77,198.154825,48.810136,14.945614
1163,0,192.830430,127.016543,136.376798
1164,82,212.963603,84.209516,48.081344
1165,77,107.832899,117.598405,225.236049
1166,94,200.172882,55.569983,24.724918
1167,54,100.395836,152.700887,189.108516
1168,30,125.123154,114.390852,249.174585
1169,72,125.313876,148.018419,231.918855
1170,32,100.518518,123.933637,223.802905
1171,71,41.092127,146.160915,65.316973
1172,79,214.824455,82.151157,45.968551
1173,83,95.740577,153.268610,196.614750
1174,30,76.591861,88.823238,120.984042
1175,52,112.172750,113.441038,224.619642
1176,78,112.264536,111.310848,234.164281
1177,86,129.599218,150.420158,222.502771
1178,74,104.653612,23.432146,24.263673
1179,23,212.646882,71.922009,37.221310
1180,46,200.470320,55.030286,21.389093
1181,77,168.423765,89.714246,149.405873
1182,99,15.079449,122.395551,7.186663
1183,99,121.344366,29.079250,39.059657
1184,82,212.716916,68.765988,36.192437
1185,2,168.081123,178.290798,129.073725
1186,21,116.568758,111.244090,232.426451
1187,34,116.502344,109.538394,228.009696
1188,9,162.363890,77.105930,145.827586
1189,35,168.276161,175.745207,132.045021
1190,85,189.033061,107.257689,122.970505
1191,25,165.983954,89.596279,154.515784
1192,6,61.841211,98.517676,107.688096
1193,13,166.006552,86.992322,152.366690
1194,34,155.535025,48.115181,72.021843
1195,50,139.174052,179.005516,155.657554
1196,36,169.052746,55.836981,83.132221
1197,93,135.647673,119.187490,253.350683
1198,65,106.325697,108.294784,228.981147
1199,0,182.812732,73.981898,100.075113
1200,1,134.532522,112.899744,248.323966
1201,63,217.079182,102.756186,64.733624
1202,7,51.735587,201.021398,25.660134
1203,6,193.524471,118.086280,133.379009
1204,71,206.287632,143.076618,96.646239
1205,0,75.777639,28.916796,1.070386
1206,76,36.414533,92.678690,34.194239
1207,16,124.579092,56.856222,106.651949
1208,5,161.391538,79.607267,141.199558
1209,56,158.093463,160.445346,172.939771
1210,75,184.185737,138.007313,155.971283
1211,30,111.480248,123.817531,236.411909
1212,47,15.052650,118.550238,14.889021
1213,81,165.005697,94.826516,156.568750
1214,8,108.581150,147.095131,219.272696
1215,79,204.318004,53.792017,25.950247
1216,40,105.075446,159.864581,193.622775
1217,32,179.504532,64.361995,97.791326
1218,22,143.958384,182.131168,152.234983
1219,81,175.444124,174.235109,129.283631
1220,77,161.355043,83.620799,139.196958
1221,32,186.389209,128.265267,141.848865
1222,55,117.963581,55.142060,102.181525
1223,82,205.932021,48.685662,24.065008
1224,61,208.300993,75.601431,38.525102
1225,69,178.687872,166.261179,121.410864
1226,90,157.000185,51.458111,74.348414
1227,66,188.467878,91.290125,109.686564
1228,59,211.872215,104.595482,61.984255
1229,84,215.106148,87.729119,46.348374
1230,87,106.290320,127.465620,234.532929
1231,81,133.785278,106.774405,243.476569
1232,51,117.222377,108.516130,237.795561
1233,9,112.892652,113.980433,226.226943
1234,10,186.073472,37.292986,6.229369
1235,12,109.502741,135.179117,227.342171
1236,46,214.803642,125.077585,80.533827
1237,77,212.272352,90.843681,54.201693
1238,29,139.476456,164.450125,189.384362
1239,17,65.251907,219.147577,11.441680
1240,94,205.156601,135.154655,85.068586
1241,42,182.142624,137.345607,145.994282
1242,13,213.609125,73.094108,40.002395
1243,4,58.293651,215.560737,14.482555
1244,77,213.525341,84.117546,55.478441
1245,50,67.052055,29.921208,2.909757
1246,64,145.492076,166.528461,184.462176
1247,50,217.410252,95.849427,60.035271
1248,54,135.878963,110.384581,247.750971
1249,73,201.588505,56.263031,24.410931
1250,82,96.505556,152.759397,195.565614
1251,10,188.733794,98.381640,114.828416
1252,52,81.894540,31.167012,4.382254
1253,49,202.190589,143.627858,91.608704
1254,97,125.163114,114.429324,254.033525
1255,91,214.324319,73.921219,44.346834
1256,39,147.961326,93.892753,183.323045
1257,72,133.065742,29.158169,48.148824
1258,63,95.158952,24.226305,16.385874
1259,50,213.745800,126.284211,85.192318
1260,5,94.302220,135.089842,208.082924
1261,76,126.348183,116.546295,255.378910
1262,36,144.814783,181.927679,147.899178
1263,54,208.603836,71.980257,34.585296
1264,45,67.875836,228.585606,2.199243
1265,79,50.861561,205.170942,20.364134
1266,48,179.259937,145.576926,155.619889
1267,90,164.006031,159.818800,168.086162
1268,21,174.821167,111.733974,168.704423
1269,65,168.863750,54.668754,80.285761
1270,93,160.917755,84.914872,150.229903
1271,62,94.184356,140.183496,202.096324
1272,87,163.836733,179.021050,133.683213
1273,5,96.945217,152.767845,194.003832
1274,86,96.141810,142.089701,202.909025
1275,62,148.078344,71.933122,127.961783
1276,78,165.047207,87.818045,151.500728
1277,39,134.827571,114.105758,245.093596
1278,98,93.147242,27.854781,18.219065
1279,89,203.518794,147.673390,99.545937
1280,80,170.602921,154.250804,163.802627
1281,61,78.165348,89.681034,124.474853
1282,94,59.715513,203.929126,21.445387
1283,32,208.773752,74.461467,37.963566
1284,23,110.481273,115.136675,227.940540
1285,86,190.591790,88.545616,108.844205
1286,82,111.515142,170.942428,176.774118
1287,2,207.621806,63.853632,29.774352
1288,26,218.713942,94.702103,52.058845
1289,4,152.168325,230.334538,29.492279
1290,73,18.276485,119.414859,8.156862
1291,84,97.802377,206.586384,77.321996
1292,20,170.549957,93.338323,150.693184
1293,65,126.097613,73.249884,158.741296
1294,81,147.485392,151.531448,212.719617
1295,44,143.658422,163.092449,186.073964
1296,99,197.882026,160.977685,109.376590
1297,78,133.041535,35.167746,46.172948
1298,49,111.718562,27.061654,30.108778
1299,88,111.034114,129.495503,249.767039
1300,7,140.612211,166.779622,191.425855
1301,24,214.648130,74.619919,40.032344
1302,54,163.232701,142.646818,195.234432
1303,92,153.018333,97.701103,190.895361
1304,57,121.512854,116.702944,252.788801
1305,91,152.935470,161.516328,183.690885
1306,90,160.940073,120.831499,203.469834
1307,52,16.934393,121.706131,6.590273
1308,73,214.549850,95.210091,59.572349
1309,89,111.005659,116.619703,222.829212
1310,20,138.454804,123.649270,252.495808
1311,42,179.067244,143.285260,154.235289
1312,23,176.577711,148.799184,163.641795
1313,61,153.168550,44.960746,70.060975
1314,87,189.477299,83.289387,111.639951
1315,2,191.991469,165.780294,120.234661
1316,32,101.789507,146.291145,199.483464
1317,62,94.942523,96.590083,168.058970
1318,70,139.398405,114.367772,246.752924
1319,37,159.016695,108.816867,199.210468
1320,98,124.309664,156.811858,229.355926
1321,12,181.568574,146.302512,154.867270
1322,71,122.650435,111.604123,238.387709
1323,27,107.201631,26.402884,26.540883
1324,46,132.853705,161.203294,198.619195
1325,40,122.624159,161.239588,205.986299
1326,91,118.008956,175.266500,177.302626
1327,31,111.603754,170.024220,180.571160
1328,0,172.446440,119.172705,169.026869
1329,13,82.054719,25.578351,6.002350
1330,26,153.757225,43.585559,64.095027
1331,78,101.928732,129.045550,214.029131
1332,47,126.788702,144.845449,243.692899
1333,27,87.453468,56.846974,82.998904
1334,15,118.364435,137.462700,252.089958
1335,45,113.521999,114.947857,233.158417
1336,63,106.992649,165.524697,185.402704
1337,79,98.713978,51.772421,94.734132
1338,24,143.099426,230.199679,31.456727
1339,19,120.704468,143.689005,251.845266
1340,33,98.066757,127.380229,219.927588
1341,22,109.255326,122.960655,238.597327
